area,source_file,key,plural_category,plural_category_required_for_locales,english_source,context,placeholders_keep_exact,glossary_terms_to_review,current_de,current_es,current_fr,current_ja,current_ko,current_pl,current_pt-br,current_pt-pt,current_ru,current_zh-cn,current_zh-tw
webview,src/webviews/i18n/en.json,merge.hunk.useLeft,,,Use left block,Webview merge/conflict count or merge-related UI.,,,Linken Block verwenden,Utilice el bloque izquierdo,Utilisez le bloc de gauche,左ブロックを使用する,왼쪽 블록을 사용하세요,Użyj lewego bloku,Use o bloco esquerdo,Use o bloco esquerdo,Используйте левый блок,使用左侧块,使用左側區塊
webview,src/webviews/i18n/en.json,merge.hunk.left,,,Left,Webview merge/conflict count or merge-related UI.,,,Links,Izquierda,Gauche,左,왼쪽,Lewy,Esquerda,Esquerda,Левый,左边,左邊
webview,src/webviews/i18n/en.json,merge.hunk.useBoth,,,Use both blocks,Webview merge/conflict count or merge-related UI.,,,Verwenden Sie beide Blöcke,Utilice ambos bloques,Utilisez les deux blocs,両方のブロックを使用する,두 블록을 모두 사용하세요,Użyj obu bloków,Use ambos os blocos,Use ambos os blocos,Используйте оба блока,使用两个块,使用兩個區塊
webview,src/webviews/i18n/en.json,merge.hunk.both,,,Both,Webview merge/conflict count or merge-related UI.,,,Beide,Ambos,Les deux,両方,둘 다,Obydwa,Ambos,Ambos,Оба,两个都,兩個都
webview,src/webviews/i18n/en.json,merge.hunk.useRight,,,Use right block,Webview merge/conflict count or merge-related UI.,,,Verwenden Sie den rechten Block,Utilice el bloque derecho,Utilisez le bloc de droite,右ブロックを使用する,오른쪽 블록을 사용하세요,Użyj prawego bloku,Use o bloco direito,Use o bloco direito,Используйте правый блок,使用右块,使用右塊
webview,src/webviews/i18n/en.json,merge.hunk.right,,,Right,Webview merge/conflict count or merge-related UI.,,,Rechts,Bien,Droite,右,오른쪽,Prawidłowy,Direita,Direita,Правый,右,右側
webview,src/webviews/i18n/en.json,merge.hunk.dropTitle,,,Remove this block from result,Webview merge/conflict count or merge-related UI.,,,Diesen Block aus dem Ergebnis entfernen,Eliminar este bloque del resultado,Supprimer ce bloc du résultat,結果からこのブロックを削除する,결과에서 이 블록을 제거하세요,Usuń ten blok z wyniku,Remova este bloco do resultado.,Remova este bloco do resultado.,Удалить этот блок из результатов,从结果中移除此块,從結果中移除此區塊
webview,src/webviews/i18n/en.json,merge.hunk.drop,,,Drop,Webview merge/conflict count or merge-related UI.,,,Verwerfen,Descartar,Supprimer,破棄,버리기,Odrzuć,Descartar,Descartar,Отбросить,丢弃,丟棄
webview,src/webviews/i18n/en.json,merge.hunk.ignoreLeft,,,Ignore left block,Webview merge/conflict count or merge-related UI.,,,Linken Block ignorieren,Ignorar el bloque izquierdo,Ignorer le bloc de gauche,左ブロックを無視する,왼쪽 블록은 무시하세요,Zignoruj ​​lewy blok,Ignore o bloco esquerdo,Ignore o bloco esquerdo,Игнорировать левый блок,忽略左侧方块,忽略左側區塊
webview,src/webviews/i18n/en.json,merge.hunk.acceptLeft,,,Accept left block,Webview merge/conflict count or merge-related UI.,,,Linken Block akzeptieren,Aceptar bloque izquierdo,Accepter le bloc de gauche,左ブロックを受け入れる,왼쪽 블록 수락,Zaakceptuj lewy blok,Aceitar bloco esquerdo,Aceitar bloco esquerdo,Принять левый блок,接受左侧块,接受左側區塊
webview,src/webviews/i18n/en.json,merge.hunk.acceptRight,,,Accept right block,Webview merge/conflict count or merge-related UI.,,,Rechten Block akzeptieren,Aceptar bloque derecho,Accepter le bloc droit,右ブロックを受け入れる,오른쪽 블록을 수락합니다,Zaakceptuj prawy blok,Aceitar bloco direito,Aceitar bloco direito,Принять правый блок,接受右侧块,接受右側方塊
webview,src/webviews/i18n/en.json,merge.hunk.ignoreRight,,,Ignore right block,Webview merge/conflict count or merge-related UI.,,,Rechten Block ignorieren,Ignorar bloque derecho,Ignorer le bloc de droite,右側のブロックを無視する,오른쪽 블록은 무시하세요,Zignoruj ​​prawy blok,Ignore o bloco direito,Ignore o bloco direito,Игнорировать правый блок,忽略右侧方块,忽略右側區塊
webview,src/webviews/i18n/en.json,merge.status.droppedLeftOnly,,,Dropped left-only change,Webview merge/conflict count or merge-related UI.,,,Änderung nur auf der linken Seite verworfen,Se eliminó el cambio solo a la izquierda,Suppression du changement uniquement à gauche,左側のみの変更を破棄しました,왼쪽 전용 변경 사항 제거됨,Usunięto zmianę tylko po lewej stronie,Alteração apenas da esquerda descartada,Alteração apenas da esquerda descartada,Отменено изменение только слева,已丢弃仅左侧的更改,已丟棄僅左側的變更
webview,src/webviews/i18n/en.json,merge.status.leftOnly,,,Left-only change,Webview merge/conflict count or merge-related UI.,,,Änderung nur links,Cambio solo a la izquierda,Changement uniquement à gauche,左側のみの変更,왼쪽 전용 변경 사항,Zmiana tylko po lewej stronie,Alteração apenas para a esquerda,Alteração apenas para a esquerda,Изменение только влево,仅左侧更改,僅左側變更
webview,src/webviews/i18n/en.json,merge.status.droppedRightOnly,,,Dropped right-only change,Webview merge/conflict count or merge-related UI.,,,Änderung nur rechts fallen gelassen,Se eliminó el cambio solo a la derecha,Modification de la droite uniquement abandonnée,右側のみの変更を破棄しました,오른쪽 전용 변경 사항 제거됨,Porzucono zmianę tylko po prawej stronie,Alteração apenas da direita descartada,Alteração apenas da direita descartada,Отменено изменение только справа,已丢弃仅右侧的更改,已丟棄僅右側的變更
webview,src/webviews/i18n/en.json,merge.status.rightOnly,,,Right-only change,Webview merge/conflict count or merge-related UI.,,,Änderung nur rechts,Cambio solo a la derecha,Modification à droite uniquement,右側のみの変更,오른쪽 전용 변경 사항,Zmiana tylko po prawej stronie,Alteração somente para a direita,Alteração somente para a direita,Изменение только справа,仅右侧更改,僅右側變更
webview,src/webviews/i18n/en.json,merge.status.unresolvedLabel,,,Unresolved,Webview merge/conflict count or merge-related UI.,,,Ungelöst,Irresoluto,Non résolu,未解決,미해결,Nie rozwiązany,Não resolvido,Não resolvido,Не решено,未解决,未解決
webview,src/webviews/i18n/en.json,merge.status.useLeft,,,Use left,Webview merge/conflict count or merge-related UI.,,,Links benutzen,Usar izquierda,Utilisez la gauche,左を使う,왼쪽을 사용하세요,Użyj lewej,Use a esquerda,Use a esquerda,Используйте левую сторону,使用左侧,使用左側
webview,src/webviews/i18n/en.json,merge.status.useRight,,,Use right,Webview merge/conflict count or merge-related UI.,,,Rechte Seite verwenden,Usar lado derecho,Utiliser la droite,右側を使用,오른쪽 사용,Użyj prawej strony,Usar direita,Utilizar direita,Использовать правую сторону,使用右侧,使用右側
webview,src/webviews/i18n/en.json,merge.status.useBoth,,,Use both,Webview merge/conflict count or merge-related UI.,,,Verwenden Sie beides,Utilice ambos,Utilisez les deux,両方使用する,둘 다 사용하세요,Użyj obu,Use ambos,Use ambos,Используйте оба варианта,两者兼备,兩者兼備
webview,src/webviews/i18n/en.json,merge.status.removeBlock,,,Remove block,Webview merge/conflict count or merge-related UI.,,,Block entfernen,Eliminar bloque,Supprimer le bloc,ブロックを削除,블록 제거,Usuń blok,Remover bloco,Remover bloco,Удалить блок,移除块,移除區塊
webview,src/webviews/i18n/en.json,merge.overview.label,,,Conflict overview,Webview merge/conflict count or merge-related UI.,,,Konfliktübersicht,Resumen del conflicto,Aperçu du conflit,競合の概要,분쟁 개요,Przegląd konfliktów,Visão geral do conflito,Visão geral do conflito,Обзор конфликта,冲突概述,衝突概述
webview,src/webviews/i18n/en.json,merge.error.load,,,Failed to load conflict data: {error},Webview merge/conflict count or merge-related UI.,{error},,Fehler beim Laden der Konfliktdaten: {error},Error al cargar los datos de conflicto: {error},Échec du chargement des données de conflit : {error},競合データの読み込みに失敗しました: {error},충돌 데이터 로드 실패: {error},Nie udało się załadować danych konfliktu: {error},Falha ao carregar dados de conflito: {error},Falha ao carregar dados de conflito: {error},Не удалось загрузить данные о конфликте: {error},加载冲突数据失败：{error},載入衝突資料失敗：{error}
webview,src/webviews/i18n/en.json,merge.error.retry,,,Retry,Webview merge/conflict count or merge-related UI.,,,Wiederholen,Rever,Réessayer,リトライ,다시 해 보다,Spróbować ponownie,Tentar novamente,Tentar novamente,Повторить попытку,重试,重試
webview,src/webviews/i18n/en.json,merge.loading,,,Loading conflict data...,Webview merge/conflict count or merge-related UI.,,,Konfliktdaten werden geladen...,Cargando datos de conflicto...,Chargement des données de conflit...,競合データを読み込んでいます...,충돌 데이터를 불러오는 중...,Ładowanie danych o konflikcie...,Carregando dados de conflito...,Carregando dados de conflito...,Загрузка данных о конфликтах...,正在加载冲突数据……,正在載入衝突資料…
webview,src/webviews/i18n/en.json,mergeSession.title,,,Conflicts,Webview React UI string.,,,Konflikte,Conflictos,Conflits,競合,충돌,Konflikty,Conflitos,Conflitos,Конфликты,冲突,衝突
webview,src/webviews/i18n/en.json,mergeSession.subtitle.pre,,,Merging branch ,Webview React UI string.,,branch,Merge von Branch ,Fusionando rama ,Fusion de la branche ,ブランチ ,브랜치 ,Łączenie gałęzi ,Mesclando branch ,A integrar o ramo ,Слияние ветки ,正在将分支 ,正在將分支 
webview,src/webviews/i18n/en.json,mergeSession.subtitle.mid,,, into branch ,Webview React UI string.,,branch, in Branch , en rama , dans la branche , をブランチ , 브랜치를 , do gałęzi , no branch , no ramo , в ветку , 合并到分支 , 合併到分支 
webview,src/webviews/i18n/en.json,mergeSession.subtitle.post,,,,Webview React UI string.,,,,,, にマージ中, 브랜치로 병합 중,,,,,,
webview,src/webviews/i18n/en.json,mergeSession.defaultSource,,,incoming branch,Webview React UI string.,,branch,eingehender Branch,rama entrante,branche entrante,受信側ブランチ,수신 브랜치,branch przychodzący,branch recebido,branch recebido,входящая ветка,传入分支,傳入分支
webview,src/webviews/i18n/en.json,mergeSession.defaultTarget,,,current branch,Webview React UI string.,,branch,aktueller Branch,rama actual,branche actuelle,現在のブランチ,현재 브랜치,bieżący branch,branch atual,branch atual,текущая ветка,当前分支,目前分支
webview,src/webviews/i18n/en.json,mergeSession.unresolvedFiles.one,one,de es fr pl pt-br pt-pt ru,{count} unresolved file,Webview React UI string.,{count},,{count} nicht aufgelöste Datei,{count} archivo sin resolver,{count} fichier non résolu,,,{count} nierozwiązany plik,{count} arquivo não resolvido,{count} arquivo não resolvido,{count} неразрешенный файл,,
webview,src/webviews/i18n/en.json,mergeSession.unresolvedFiles.other,other,de es fr ja ko pl pt-br pt-pt ru zh-cn zh-tw,{count} unresolved files,Webview React UI string.,{count},,{count} unaufgelöste Dateien,{count} archivos sin resolver,{count} fichiers non résolus,未解決のファイル数：{count},해결되지 않은 파일 {count}개,{count} nierozwiązanych plików,{count} arquivos não resolvidos,{count} arquivos não resolvidos,{count} неразрешенных файлов,{count} 个未解决的文件,{count} 個未解決的檔案
webview,src/webviews/i18n/en.json,mergeSession.col.name,,,Name,Webview React UI string.,,,Name,Nombre,Nom,名前,이름,Nazwa,Nome,Nome,Имя,文件名,檔名
webview,src/webviews/i18n/en.json,mergeSession.col.yours,,,Yours ({branch}),Webview React UI string.,{branch},branch,Ihr ({branch}),Atentamente ({branch}),Le vôtre ({branch}),自分側 ({branch}),내 쪽 ({branch}),Nasze ({branch}),Nosso ({branch}),Nosso ({branch}),Наша ({branch}),您的（{branch}）,您的（{branch}）
webview,src/webviews/i18n/en.json,mergeSession.col.theirs,,,Theirs ({branch}),Webview React UI string.,{branch},branch,Ihre ({branch}),Suyo ({branch}),Leur ({branch}),彼らの（{branch}）,상대 쪽 ({branch}),Ich ({branch}),Entrante ({branch}),Entrante ({branch}),Входящая ({branch}),他们的（{branch}）,他們的（{branch}）
webview,src/webviews/i18n/en.json,mergeSession.acceptYours,,,Accept Yours,Webview React UI string.,,,Eigene Änderung übernehmen,Aceptar cambios actuales,Accepter les modifications actuelles,現在の変更を採用,현재 변경 사항 적용,Zaakceptuj bieżące zmiany,Aceitar alterações atuais,Aceitar alterações atuais,Принять текущие изменения,接受当前更改,接受目前變更
webview,src/webviews/i18n/en.json,mergeSession.acceptTheirs,,,Accept Theirs,Webview React UI string.,,,Eingehende Änderung übernehmen,Aceptar cambios entrantes,Accepter les modifications entrantes,受信側の変更を採用,수신 변경 사항 적용,Zaakceptuj przychodzące zmiany,Aceitar alterações recebidas,Aceitar alterações recebidas,Принять входящие изменения,接受传入更改,接受傳入變更
webview,src/webviews/i18n/en.json,mergeSession.merge,,,Merge...,Webview React UI string.,,Merge,Mergen...,Fusionar...,Fusionner...,マージ...,병합...,Łączyć...,Mesclar...,Fusão...,Слияние...,合并...,合併...
webview,src/webviews/i18n/en.json,mergeSession.groupByDirectory,,,Group files by directory,Webview React UI string.,,,Dateien nach Verzeichnis gruppieren,Agrupar archivos por directorio,Grouper les fichiers par répertoire,ディレクトリごとにファイルをグループ化する,디렉토리별로 파일을 그룹화합니다.,Grupuj pliki według katalogu,Agrupe os arquivos por diretório.,Agrupe os arquivos por diretório.,Группируйте файлы по каталогам,按目录对文件进行分组,按目錄對文件進行分組
host,l10n/bundle.l10n.json,Copied revision {short}.,,,Copied revision {short}.,"Extension-host runtime prompt, progress, confirmation action, or notification.",{short},Git; commit; branch; rebase; merge; push; remote; HEAD,Kopierte Revision {short}.,Revisión copiada {short}.,Révision copiée {short}.,リビジョン {short} をコピーしました。,리비전 {short} 복사됨.,Skopiowano wersję {short}.,Revisão copiada {short}.,Revisão copiada {short}.,Скопированная редакция {short}.,复制修订版{short}。,複製修訂版{short}。
host,l10n/bundle.l10n.json,Patch,,,Patch,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD,Patch,Parche,Correctif,パッチ,패치,Patch,Patch,Correção,Пластырь,补丁,補丁
host,l10n/bundle.l10n.json,Patch created: {fileName},,,Patch created: {fileName},"Extension-host runtime prompt, progress, confirmation action, or notification.",{fileName},Git; commit; branch; rebase; merge; push; remote; HEAD,Patch erstellt: {fileName},Parche creado: {fileName},Correctif créé : {fileName},パッチが作成されました: {fileName},패치가 생성되었습니다: {fileName},Utworzono łatkę: {fileName},Patch criado: {fileName},Patch criado: {fileName},Патч создан: {fileName},补丁已创建：{fileName},補丁已建立：{fileName}
host,l10n/bundle.l10n.json,Failed to create patch: {message},,,Failed to create patch: {message},"Extension-host runtime prompt, progress, confirmation action, or notification.",{message},Git; commit; branch; rebase; merge; push; remote; HEAD,Fehler beim Erstellen des Patches: {message},Error al crear el parche: {message},Échec de la création du correctif : {message},パッチの作成に失敗しました: {message},패치를 생성하는 데 실패했습니다: {message},Nie udało się utworzyć poprawki: {message},Falha ao criar o patch: {message},Falha ao criar o patch: {message},Не удалось создать патч: {message},创建补丁失败：{message},建立補丁失敗：{message}
host,l10n/bundle.l10n.json,Cherry-pick,,,Cherry-pick,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD,Cherry-pick,Cherry-pick,Cherry-pick,チェリーピック,체리픽,Cherry-pick,Cherry-pick,Cherry-pick,Cherry-pick,Cherry-pick,揀選
host,l10n/bundle.l10n.json,Cherry-pick commit {short}?,,,Cherry-pick commit {short}?,"Extension-host runtime prompt, progress, confirmation action, or notification.",{short},Git; commit; branch; rebase; merge; push; remote; HEAD,Cherry-Pick-Commit {short}?,¿Seleccionar el commit {short}?,Commit Cherry-pick {short} ?,コミット {short} をチェリーピックしますか？,{short} 커밋을 체리픽하시겠습니까?,Wybrać commit {short}?,Selecionar commit {short}?,Selecionar commit {short}?,Выборочная фиксация {short}?,遴选提交 {short}？,遴選提交 {short}？
host,l10n/bundle.l10n.json,Cherry-picked {short}.,,,Cherry-picked {short}.,"Extension-host runtime prompt, progress, confirmation action, or notification.",{short},Git; commit; branch; rebase; merge; push; remote; HEAD,{short} per Cherry-pick übernommen.,{short} aplicado con cherry-pick.,{short} appliqué par cherry-pick.,{short} をチェリーピックしました。,{short} 체리픽 완료.,Zastosowano {short} przez cherry-pick.,{short} aplicado por cherry-pick.,{short} aplicado por cherry-pick.,{short} применён через cherry-pick.,已 Cherry-pick {short}。,已揀選 {short}。
host,l10n/bundle.l10n.json,Cherry-pick failed: {message},,,Cherry-pick failed: {message},"Extension-host runtime prompt, progress, confirmation action, or notification.",{message},Git; commit; branch; rebase; merge; push; remote; HEAD,Cherry-Pick fehlgeschlagen: {message},Error al seleccionar elementos específicos: {message},Échec de la sélection : {message},チェリーピックに失敗しました: {message},체리픽 실패: {message},Nie udało się wybrać opcji: {message},Falha na seleção de opções: {message},Falha na seleção de opções: {message},"Выбор варианта ""cherry-pick"" не удался: {message}",遴选失败：{message},遴選失敗：{message}
host,l10n/bundle.l10n.json,Checkout,,,Checkout,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD,Checkout,Checkout,Checkout,チェックアウト,체크아웃,Checkout,Checkout,Checkout,Checkout,检出,簽出
host,l10n/bundle.l10n.json,Checkout commit {short}? This creates a detached HEAD state.,,,Checkout commit {short}? This creates a detached HEAD state.,"Extension-host runtime prompt, progress, confirmation action, or notification.",{short},Git; commit; branch; rebase; merge; push; remote; HEAD,Checkout-Commit {short}? Dadurch wird ein abgetrennter HEAD-Zustand erzeugt.,¿Consultar el commit {short}? Esto crea un estado HEAD separado.,Checkout le commit {short} ? Cela crée un état HEAD détaché.,コミット{short}をチェックアウトしますか？これにより、デタッチされたHEAD状態が作成されます。,체크아웃 커밋 {short}? 이렇게 하면 분리된 HEAD 상태가 생성됩니다.,Czy chcesz sprawdzić commit {short}? To tworzy odłączony stan HEAD.,Checkout commit {short}? Isso cria um estado HEAD desanexado.,Checkout commit {short}? Isso cria um estado HEAD desanexado.,Checkout commit {short}? Это создаёт состояние отсоединённого HEAD.,检出提交 {short}？这将使 HEAD 分离。,檢出提交 {short}？這將建立一個分離的 HEAD 狀態。
host,l10n/bundle.l10n.json,Checked out revision {short}.,,,Checked out revision {short}.,"Extension-host runtime prompt, progress, confirmation action, or notification.",{short},Git; commit; branch; rebase; merge; push; remote; HEAD,Revision {short} ausgecheckt.,Revisión revisada {short}.,Révision {short} extraite.,リビジョン {short} をチェックアウトしました。,리비전 {short} 체크아웃함.,Sprawdzono wersję {short}.,Revisão resumida. {short},Revisão resumida. {short},Проверена редакция {short}.,已检出修订版{short}。,已檢出修訂版{short}。
host,l10n/bundle.l10n.json,Checkout failed: {message},,,Checkout failed: {message},"Extension-host runtime prompt, progress, confirmation action, or notification.",{message},Git; commit; branch; rebase; merge; push; remote; HEAD,Checkout fehlgeschlagen: {message},Error al finalizar la compra: {message},Échec du checkout : {message},チェックアウトに失敗しました: {message},체크아웃 실패: {message},Przełączanie nie powiodło się: {message},Falha no checkout: {message},Falha no checkout: {message},Ошибка оформления заказа: {message},检出失败：{message},檢出失敗：{message}
host,l10n/bundle.l10n.json,Reset,,,Reset,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD,Zurücksetzen,Reiniciar,Réinitialiser,リセット,재설정,Resetuj,Redefinir,Repor,Перезагрузить,重置,重置
host,l10n/bundle.l10n.json,Hard reset current branch to {short}? This will reset the index and working tree and permanently discard any uncommitted changes.,,,Hard reset current branch to {short}? This will reset the index and working tree and permanently discard any uncommitted changes.,"Extension-host runtime prompt, progress, confirmation action, or notification.",{short},Git; commit; branch; rebase; merge; push; remote; HEAD,Aktuellen Branch auf {short} zurücksetzen? Dadurch werden der Index und der Arbeitsbaum zurückgesetzt und alle nicht gespeicherten Änderungen dauerhaft verworfen.,¿Restablecer la rama actual a {short}? Esto restablecerá el índice y el árbol de trabajo y descartará permanentemente cualquier cambio no confirmado.,Réinitialiser la branche actuelle à {short} ? Cela réinitialisera l’index et l’arbre de travail et supprimera définitivement toutes les modifications non validées.,現在のブランチを{short}にハードリセットしますか？これにより、インデックスと作業ツリーがリセットされ、コミットされていない変更はすべて完全に破棄されます。,현재 브랜치를 {short}로 하드 리셋하시겠습니까? 이렇게 하면 인덱스와 작업 트리가 초기화되고 커밋되지 않은 변경 사항이 영구적으로 삭제됩니다.,Twardy reset bieżącej gałęzi do {short}? Spowoduje to zresetowanie indeksu i drzewa roboczego oraz trwałe usunięcie wszelkich niezatwierdzonych zmian.,Redefinir completamente o branch atual para {short}? Isso redefinirá o índice e a árvore de trabalho e descartará permanentemente quaisquer alterações não confirmadas.,Redefinir completamente o branch atual para {short}? Isso redefinirá o índice e a árvore de trabalho e descartará permanentemente quaisquer alterações não confirmadas.,Сбросить текущую ветку на {short}? Это сбросит индекс и рабочее дерево и навсегда отменит все незафиксированные изменения.,将当前分支硬重置为 {short}？这将重置索引和工作树，并永久丢弃任何未提交的更改。,將目前分支硬重設為 {short}？這將重置索引和工作樹，並永久丟棄任何未提交的變更。
host,l10n/bundle.l10n.json,Reset current branch to {short}.,,,Reset current branch to {short}.,"Extension-host runtime prompt, progress, confirmation action, or notification.",{short},Git; commit; branch; rebase; merge; push; remote; HEAD,Aktuellen Branch auf {short} zurückgesetzt.,Restablecer la rama actual a {short}.,Réinitialiser la branche actuelle à {short}.,現在のブランチを{short}にリセットします。,현재 분기를 {short}로 재설정합니다.,Zresetuj bieżącą gałąź do {short}.,Redefina o ramo atual para {short}.,Redefina o ramo atual para {short}.,Сбросить текущую ветку на {short}.,将当前分支重置为 {short}。,將目前分支重設為 {short}。
host,l10n/bundle.l10n.json,Reset failed: {message},,,Reset failed: {message},"Extension-host runtime prompt, progress, confirmation action, or notification.",{message},Git; commit; branch; rebase; merge; push; remote; HEAD,Zurücksetzen fehlgeschlagen: {message},Error al reiniciar: {message},Échec de la réinitialisation : {message},リセットに失敗しました: {message},재설정 실패: {message},Resetowanie nie powiodło się: {message},Falha na reinicialização: {message},Falha na reinicialização: {message},Сброс не удался: {message},重置失败：{message},重置失敗：{message}
host,l10n/bundle.l10n.json,Revert,,,Revert,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD,Revert,Revertir,Rétablir,元に戻す,되돌리기,Odwracać,Reverter,Reverter,Возвращаться,还原,還原
host,l10n/bundle.l10n.json,Revert commit {short}?,,,Revert commit {short}?,"Extension-host runtime prompt, progress, confirmation action, or notification.",{short},Git; commit; branch; rebase; merge; push; remote; HEAD,Commit {short} rückgängig machen?,¿Revertir commit {short}?,Annuler le commit {short} ?,コミット{short}を元に戻す？,{short} 커밋을 되돌리시겠습니까?,Cofnąć zatwierdzenie {short}?,Reverter commit {short}?,Reverter commit {short}?,Отменить коммит {short}?,是否还原提交 {short}？,是否還原提交 {short}？
host,l10n/bundle.l10n.json,Reverted {short}.,,,Reverted {short}.,"Extension-host runtime prompt, progress, confirmation action, or notification.",{short},Git; commit; branch; rebase; merge; push; remote; HEAD,Reverted {short}.,Revertido {short}.,Annulation {short}.,{short} を元に戻しました。,{short}으로 되돌려졌습니다.,Przywrócono {short}.,Revertido {short}.,Revertido {short}.,Отменено {short}.,已还原 {short}。,已還原 {short}。
host,l10n/bundle.l10n.json,Revert failed: {message},,,Revert failed: {message},"Extension-host runtime prompt, progress, confirmation action, or notification.",{message},Git; commit; branch; rebase; merge; push; remote; HEAD,Rückgängigmachen fehlgeschlagen: {message},Error al revertir: {message},Échec du revert : {message},元に戻す処理に失敗しました: {message},되돌리기 실패: {message},Nie udało się przywrócić: {message},Reversão falhou: {message},Reversão falhou: {message},Отмена не удалась: {message},还原失败：{message},還原失敗：{message}
host,l10n/bundle.l10n.json,Commit {short} is not in the current branch history.,,,Commit {short} is not in the current branch history.,"Extension-host runtime prompt, progress, confirmation action, or notification.",{short},Git; commit; branch; rebase; merge; push; remote; HEAD,Commit {short} befindet sich nicht im aktuellen Branchverlauf.,El commit {short} no se encuentra en el historial de la rama actual.,Le commit {short} n'est pas dans l'historique de la branche actuelle.,コミット {short} は現在のブランチの履歴に存在しません。,커밋 {short}는 현재 브랜치 기록에 없습니다.,Zatwierdzenie {short} nie znajduje się w historii bieżącej gałęzi.,O commit {short} não está no histórico do branch atual.,O commit {short} não está no histórico do branch atual.,Коммит {short} отсутствует в истории текущей ветки.,提交 {short} 不在当前分支历史记录中。,提交 {short} 不在目前分支歷史記錄中。
host,l10n/bundle.l10n.json,Could not resolve branch metadata for '{branch}'.,,,Could not resolve branch metadata for '{branch}'.,"Extension-host runtime prompt, progress, confirmation action, or notification.",{branch},Git; commit; branch; rebase; merge; push; remote; HEAD,Branch-Metadaten für '{branch}' konnten nicht aufgelöst werden.,No se pudieron resolver los metadatos de la rama '{branch}'.,Impossible de résoudre les métadonnées de branche pour '{branch}'.,'{branch}' のブランチメタデータを解決できませんでした。,'{branch}'에 대한 브랜치 메타데이터를 확인할 수 없습니다.,Nie można rozwiązać metadanych gałęzi dla '{branch}'.,Não foi possível resolver os metadados da ramificação para '{branch}'.,Não foi possível resolver os metadados da ramificação para '{branch}'.,Не удалось разрешить метаданные ветки для '{branch}'.,无法解析分支“{branch}”的元数据。,無法解析分支“{branch}”的元資料。
host,l10n/bundle.l10n.json,No remote configured for branch {branch}.,,,No remote configured for branch {branch}.,"Extension-host runtime prompt, progress, confirmation action, or notification.",{branch},Git; commit; branch; rebase; merge; push; remote; HEAD,Für Branch {branch} ist kein Remote konfiguriert.,No se ha configurado ningún control remoto para la rama {branch}.,Aucun serveur distant configuré pour la branche {branch}.,ブランチ{branch}にはリモートが設定されていません。,{branch} 브랜치에 구성된 원격 저장소가 없습니다.,Nie skonfigurowano zdalnego repozytorium dla gałęzi {branch}.,Nenhum servidor remoto configurado para a branch {branch}.,Nenhum servidor remoto configurado para a branch {branch}.,Для ветки {branch} не настроен удаленный репозиторий.,分支 {branch} 没有配置远程仓库。,分支 {branch} 沒有配置遠端倉庫。
host,l10n/bundle.l10n.json,Set Upstream and Push,,,Set Upstream and Push,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD,Upstream setzen und pushen,Configurar upstream y enviar,Configurer en amont et pousser,アップストリームとプッシュを設定,업스트림 설정 및 푸시,Ustaw Upstream i prześlij,Configure o upstream e o push.,Configure o upstream e o push.,Настройте исходящий поток и отправьте.,设置上游并推送,設定上游並推送
host,l10n/bundle.l10n.json,Branch '{branch}' has no upstream. Set upstream to '{remote}/{remoteBranch}' and push commits up to {short}?,,,Branch '{branch}' has no upstream. Set upstream to '{remote}/{remoteBranch}' and push commits up to {short}?,"Extension-host runtime prompt, progress, confirmation action, or notification.",{branch} {remote} {remoteBranch} {short},Git; commit; branch; rebase; merge; push; remote; HEAD,Branch '{branch}' hat keinen Upstream. Upstream auf '{remote}/{remoteBranch}' setzen und Commits bis {short} pushen?,La rama '{branch}' no tiene rama ascendente. ¿Establecer la rama ascendente en '{remote}/{remoteBranch}' y enviar confirmaciones hasta {short}?,La branche '{branch}' n'a pas de branche amont. Définir la branche amont sur '{remote}/{remoteBranch}' et envoyer les commits vers {short} ?,ブランチ '{branch}' にはアップストリームがありません。アップストリームを '{remote}/{remoteBranch}' に設定し、コミットを {short} までプッシュしますか？,브랜치 '{branch}'에 업스트림이 없습니다. 업스트림을 '{remote}/{remoteBranch}'로 설정하고 커밋을 {short}까지 푸시하시겠습니까?,Gałąź „{branch}” nie ma nadrzędnego źródła. Ustawić nadrzędne źródło na „{remote}/{remoteBranch}” i przesłać zatwierdzenia do {short}?,O branch '{branch}' não possui um upstream. Defina o upstream como '{remote}/{remoteBranch}' e envie os commits para {short}?,O branch '{branch}' não possui um upstream. Defina o upstream como '{remote}/{remoteBranch}' e envie os commits para {short}?,У ветки '{branch}' нет вышестоящего репозитория. Установить вышестоящий репозиторий на '{remote}/{remoteBranch}' и отправить коммиты в {short}?,分支 '{branch}' 没有上游分支。是否将上游分支设置为 '{remote}/{remoteBranch}' 并将提交推送到 {short}？,分支 '{branch}' 沒有上游分支。是否將上游分支設定為 '{remote}/{remoteBranch}' 並將提交推送到 {short}？
